,type_of_intervention,data_start,date_end,locality,state,country,citation,entered_by,further_notes_comments,Unnamed: 9
568,SOE,3/6/2020,,hudson_county,NJ,USA,https://www.nj.com/hudson/2020/03/coronavirus-is-on-the-doorstep-hudson-county-is-getting-ready.html?outputType=amp,Preeya,,
569,SOE,3/9/2020,,hudson_county,NJ,USA,http://www.hudsoncountynj.org/covid-19-hudson-county-government-updates/,Preeya,Govenor of NJ declares State of Emergency,
570,SDO,3/11/2020,,hudson_county,NJ,USA,https://www.cdc.gov/coronavirus/2019-ncov/specific-groups/high-risk-complications.html#stay-home,Preeya,Retweeted from the Hudson Couny twitter account on the 11th March,
574,HQ,3/15/0202,,hudson_county,NJ,USA,https://hudsoncountyview.com/woman-in-her-40s-is-hobokens-4th-coronavirus-patient-mayor-bhalla-says/,Preeya,Hoboken's 4th coronavirus patient's family self quaranted.,
575,CPV,3/15/2020,,hudson_county,NJ,USA,https://twitter.com/CityofHoboken/status/1239015815569170434,Preeya,"Hoboken specific: The Office of Emergency Management decreed that ""all bars and restaurants… are no longer permitted to serve food within the restaurant or bar"" - effective Mar 15th. City wide curfew aalso enacted from March 16th. All residents to remain in homes except for emergencies ore required by employer.",
577,CPV,3/15/2020,,hudson_county,NJ,USA,https://njcourts.gov/pressrel/2020/pr031520a.pdf?c=MyN,Preeya,New Jersey Courts Postpone In-Person Proceedings,
578,SDO,3/16/2020,,hudson_county,NJ,USA,https://twitter.com/CityofHoboken/status/1239015815569170434,Preeya,"Hoboken specific: The Office of Emergency Management decreed that ""all bars and restaurants… are no longer permitted to serve food within the restaurant or bar"" - effective Mar 15th. City wide curfew aalso enacted from March 16th. All residents to remain in homes except for emergencies ore required by employer.",
579,CPV,3/16/2020,,hudson_county,NJ,USA,https://twitter.com/HudCoTweet/status/1239664717418958848,Preeya,Closing of all playgrounds and courts in Hudson County Parks System.,
581,GS_50,3/16/2020,,hudson_county,NJ,USA,https://www.nj.gov/governor/news/news/562020/approved/20200316c.shtml,Preeya,New Jersey: All gatherings of persons in NJ shall be limited to 50 persons or fewer,
582,CPV,3/16/2020,,hudson_county,NJ,USA,https://www.nj.gov/governor/news/news/562020/approved/20200316c.shtml,Preeya,"New Jersey: all casinos, concert venues, nightclubs, racetracks, gyms, fitness centers and classes, movie theatres and performing arts centers will be closed to the public",
584,CPV,3/16/2020,,hudson_county,NJ,USA,https://www.nj.gov/governor/news/news/562020/approved/20200316c.shtml,Preeya,"Restaurants: All restaurant establishments, with or without a liquor or limited brewery license, are limited to offering delivery and / or take-out services",
587,SD,3/16/2020,,hudson_county,NJ,USA,https://twitter.com/nbpolice/status/1239667727326904320?s=20,Preeya,Curfew for New Jersey: 8.00 PM - 5.00 AM Residents are urged to stay home during curfew hours,
589,PC,3/18/2020,,hudson_county,NJ,USA,https://www.nj.gov/governor/news/news/562020/approved/20200316c.shtml,Preeya,"All public, private and parochial pre-school programs and elementrary and secondary schools to be closed on March 18th",
594,CPV,3/20/2020,,hudson_county,NJ,USA,http://www.hudsoncountynj.org/covid-19-hudson-county-government-updates/,Preeya,"Hoboken - Columbus Park completely shut down, aside from dog parks. All other parks open for people to walk as long as social distancing observed",
596,NESC,3/21/2020,,hudson_county,NJ,USA,https://www.northjersey.com/story/news/coronavirus/2020/03/21/coronavirus-nj-shutdown-murphy-closes-nonessential-businesses/2884153001/,Preeya,,
597,CPV,3/21/2020,,hudson_county,NJ,USA,https://www.northjersey.com/story/news/coronavirus/2020/03/21/coronavirus-nj-shutdown-murphy-closes-nonessential-businesses/2884153001/,Preeya,,
598,GS,3/21/2020,,hudson_county,NJ,USA,https://www.northjersey.com/story/news/coronavirus/2020/03/21/coronavirus-nj-shutdown-murphy-closes-nonessential-businesses/2884153001/,Preeya,,
214,TR_China,2/3/2020,,hudson_county,NJ,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
248,CI,3/9/2020,,johnson_county,KS,USA,https://www.usnews.com/news/best-states/kansas/articles/2020-03-07/kansas-confirms-1st-coronavirus-case-kansas-city-area-woman,Sydney,"Johnson County reports first case in Kansas, women under 50 who traveled to Northeast who is isolating at home",
251,PC,3/16/2020,5-Apr,johnson_county,KS,USA,https://www.kshb.com/news/coronavirus/johnson-county-government-orders-schools-closed-through-april-5,Sydney,Johnson County closed all schools,
252,CPV,3/16/2020,,johnson_county,KS,USA,https://www.kctv5.com/coronavirus/restaurants-bars-theaters-in-entire-kansas-city-metro-to-close/article_42e8933c-67e3-11ea-b6eb-8f954d3ef045.html,Sydney,"County closes bars, restaurants and movie theaters",
262,SD,3/24/2020,,johnson_county,KS,USA,https://www.kshb.com/news/coronavirus/core-4-metro-jurisdictions-issue-stay-at-home-order,Sydney,"Residents in Johnson County, Jackson County and Wyandotte County under stay-at-home order",
214,TR_China,2/3/2020,,johnson_county,KS,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
247,HE,3/3/2020,,johnson_county,KS,USA,http://www.kdheks.gov/coronavirus/COVID-19_Resource_Center.htm,Sydney,Kansas Department of Health and Environment posts first weekly Covid-19 educational video,
249,SOE,3/12/2020,,johnson_county,KS,USA,https://www.kansascity.com/news/politics-government/article241127631.html,Sydney,Kansas declares state of emergency,
250,HQ,3/15/2020,,johnson_county,KS,USA,https://www.kshb.com/news/national/coronavirus/kdhe-announces-new-travel-quarantine-recommendations-related-to-covid-19,Sydney,"Kansas announces 14-day ""home quarantine"" for kansans who visited a state with ""known"" widespread community transmission on or after March 15, visited Eagle, Summit, Pitkin and Gunnison counties in Colorado, traveled on cruise ship or internationally on or after March 15, or received notification that they are in close contact with someone who had coronavirus",
253,GS_50,3/16/2020,5/16/2020,johnson_county,KS,USA,https://www.kctv5.com/coronavirus/kansas-bans-gatherings-of-kansas-city-area-goes-further/article_a13871e7-2731-5097-a465-eeabfb1968a6.html,Sydney,Kansas banned public gatherings of 50 or more people,
697,SDO,3/5/2020,,king_county,WA,USA,https://www.kingcounty.gov/depts/health/news/2020/March/5-slowing-the-impact.aspx,Theo,Recommended social distancing or stay at home for 60+ and other vulnerable age groups,
698,HQ,3/5/2020,,king_county,WA,USA,https://www.kingcounty.gov/depts/health/news/2020/March/5-suspected-covid.aspx,Theo,Confirmed or suspected cases must isolate except for getting medical care,
699,GS_250,3/11/2020,,king_county,WA,USA,https://www.kingcounty.gov/depts/health/news/2020/March/11-covid-19-updates.aspx,Theo,"Gatherings of more than 250 people banned, smaller gatherings also prohibited unless precautions are taken",
700,SD,3/10/2020,,king_county,WA,USA,https://www.kingcounty.gov/depts/health/news/2020/March/10-covid-case-updates.aspx,Theo,First guidance to everyone to avoid close contact with others including crowds and congretated settings,
701,PC,3/12/2020,,king_county,WA,USA,https://www.seattletimes.com/seattle-news/education/seattle-public-schools-to-close-for-two-weeks-in-light-of-coronavirus-concerns/,Theo,"Seattle Public Schools closing, University of Washington switched to online classes March 6th",
702,CPV,3/16/2020,,king_county,WA,USA,https://www.kingcounty.gov/depts/health/news/2020/March/16-covid.aspx,Theo,"All non-essential services (restaurants, bars, social establishments, etc.) must close or offer take-out",
703,GS_50,3/16/2020,,king_county,WA,USA,https://www.kingcounty.gov/depts/health/news/2020/March/16-covid.aspx,Theo,"Groups of 50 or larger prohibited, groups of any size discouraged and prohibited unless precautions are taken",
704,SOE,2/29/2020,,king_county,WA,USA,https://thehill.com/policy/healthcare/485303-inslee-declares-emergency-in-washington-state-after-first-us-coronavirus,Theo,State-wide state of emergency announced,
705,NESC,3/16/2020,,king_county,WA,USA,https://www.kingcounty.gov/depts/health/news/2020/March/16-covid.aspx,Theo,All non-essential services close,
214,TR_China,2/3/2020,,king_county,WA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
263,CI,1/21/2020,,king_county,WA,USA,https://www.doh.wa.gov/Newsroom/Articles/ID/1068/Case-of-2019-novel-coronavirus-confirmed-in-Washington-state-resident,Sydney,"First case of Covid-19 in Washington and in USA, man in his 30s travedl from Wuhan before federal officials began screening travelers from Wuhan",
265,HQ,1/22/2020,,king_county,WA,USA,https://www.snohd.org/CivicAlerts.aspx?AID=244,Sydney,Washington State identified 16 close contacts of first case and is working with airlines and state health departments to notify passengers,
266,HE,1/24/2020,,king_county,WA,USA,https://www.doh.wa.gov/Newsroom/Articles/ID/1075/Update-on-statewide-response-to-2019-novel-coronavirus-contact-investigation-continues-20-010,Sydney,list steps to take to reduce risk of virus,
268,HQ,2/4/2020,,king_county,WA,USA,https://www.doh.wa.gov/Newsroom/Articles/ID/1084/Washington-State-Stands-Ready-to-Isolate-and-Quarantine-Travelers-from-China,Sydney,travelers without symptoms of Covid-19 who have been to Hubei in past 14 days willl be placed on quarantine,
269,PTQS,2/5/2020,,king_county,WA,USA,https://komonews.com/news/local/north-bend-fire-training-facility-to-be-used-as-coronavirus-quarantine-site,Sydney,Washington State Patrol's Fire Training Academy designated as quarantine site for travelers from Hubei Province,
270,PTQS,2/7/2020,,king_county,WA,USA,https://www.kiro7.com/home/shoreline-location-could-be-possible-quarantine-site-travelers-exposed-coronavirus/KG3RHQCF7JARTHFVTPJDSPHEF4/,Sydney,state-owned property behind Washington State Public Health laboratory in Shoreline becomes latest quarantine site for travelers from Hubei Province,
273,SOE,2/29/2020,,king_county,WA,USA,https://www.governor.wa.gov/news-media/inslee-issues-covid-19-emergency-proclamation,Sydney,Washington state declares state of emergency,
274,HQ,2/29/2020,,king_county,WA,USA,https://www.khq.com/top_story/kirkland-firefighters-under-quarantine-after-coming-in-contact-with-coronavirus/article_067c68e4-5b75-11ea-84ed-53d7e007032c.html,Sydney,25 kirkland firefighters and 2 police officers undder quarantine after outbreak at LIfe Care Center,
276,PC,3/2/2020,3/3/2020,king_county,WA,USA,https://www.bellevuereporter.com/news/lwtech-students-may-have-been-exposed-to-coronavirus/,Sydney,"public college in Kirkland, Lake Washington Institute of Technology, closed school to disinfect after some students visited lifecenter in Kirkland",
280,PC,3/5/2020,,king_county,WA,USA,https://www.kulr8.com/coronavirus/washington-state-to-cover-costs-of-coronavirus-tests-for-those/article_958758d4-3bba-5a8e-95b2-e55d5f7a838c.html,Sydney,Northshore school district closed for up to two weeks,
283,HS,3/10/2020,4/9/2020,king_county,WA,USA,https://www.governor.wa.gov/news-media/inslee-issues-new-rules-protect-older-adults-nursing-homes-living-facilities,Sydney,"Washington issues new rules for nursing homes and living centers including screening for all visitors, employeers and volunteers",
284,GS_250,3/11/2020,,king_county,WA,USA,https://www.seattletimes.com/seattle-news/politics/inslee-orders-halt-on-large-gatherings-in-seattle-region-asks-schools-to-prepare-for-closure-to-slow-coronavirus-spread/,Sydney,"Governor prohibits events with more than 250 people in King, Snohomish and Pierce counties",
286,PC,3/13/2020,4/24/2020,king_county,WA,USA,https://www.governor.wa.gov/news-media/inslee-announces-statewide-school-closures-expansion-limits-large-gatherings,Sydney,Closure of all K-12 public and private schools statewide,
287,GS_250,3/13/2020,,king_county,WA,USA,https://www.governor.wa.gov/news-media/inslee-announces-statewide-school-closures-expansion-limits-large-gatherings,Sydney,Ban on gatherings of 250 or more expanded to all of Washington state,
289,CPV,3/16/2020,3/30/2020,king_county,WA,USA,https://www.governor.wa.gov/news-media/inslee-statement-statewide-shutdown-restaurants-bars-and-limits-size-gatherings-expanded,Sydney,"state closure of restaurants, bars; retail outlets will have reduced occupancy",
290,GS_50,3/16/2020,,king_county,WA,USA,https://www.governor.wa.gov/news-media/inslee-statement-statewide-shutdown-restaurants-bars-and-limits-size-gatherings-expanded,Sydney,"all gatherings over 50 prohibited; if gathering under 50, must meet criteria for public healh and social distancing",
301,SDO,3/21/2020,,king_county,WA,USA,https://www.thenewstribune.com/news/politics-government/article241394836.html,Sydney,Washinton gov strongly encouraged residents 65+ to not go to work unless they provide essential sevices such as health care or emergency response; working on measure to ensure 65+ residents have legal right to and financial means to isolate for remainder of outbreak,
600,TR,2/4/2020,,king_county,WA,USA,https://www.doh.wa.gov/Newsroom/Articles/ID/1084/Washington-State-Stands-Ready-to-Isolate-and-Quarantine-Travelers-from-China,Amanda,Mandatory quaranteed for passengers from China,
608,GS,3/16/2020,,king_county,WA,USA,https://www.doh.wa.gov/Coronavirus/Workplace,Amanda,Ban on gatherings over 50,
609,GS,3/16/2020,,king_county,WA,USA,https://www.doh.wa.gov/Coronavirus/Workplace,Amanda,"Closure of all on-site food and beverage services, entertainment, leisure activitys",
610,GS,3/11/2020,,king_county,WA,USA,https://www.governor.wa.gov/news-media/inslee-issues-emergency-proclamation-limits-large-events-minimize-public-health-risk,Amanda,Gatherings restricted to less than 250 persons,
616,CPV,3/16/2020,3/31/2020,king_county,WA,USA,https://www.governor.wa.gov/sites/default/files/proclamations/20-13%20Coronavirus%20Restaurants-Bars%20%28tmp%29.pdf,Amanda,On-site consumption prohibited in a public venue,
617,CPV,3/16/2020,3/31/2020,king_county,WA,USA,https://www.governor.wa.gov/sites/default/files/proclamations/20-13%20Coronavirus%20Restaurants-Bars%20%28tmp%29.pdf,Amanda,"Closing of all public venues which involve gathering, such as gyms, bowling, salons et cetera",
619,CPV,3/16/2020,3/31/2020,king_county,WA,USA,https://www.governor.wa.gov/sites/default/files/proclamations/20-13%20Coronavirus%20Restaurants-Bars%20%28tmp%29.pdf,Amanda,"Retail store closed unless they adhere to specific guidelines on social distancing (e.g., designated measures to maintain space)",
620,SDO,3/10/2020,3/16/2020,king_county,WA,USA,https://www.governor.wa.gov/news-media/inslee-issues-new-rules-protect-older-adults-nursing-homes-living-facilities,Amanda,"Restrictions on visits to nursing homes and other older adult living facilities (stated as being in effect until April, but 3/16 restrictions supersede)",
621,PC,3/13/2020,,king_county,WA,USA,https://www.governor.wa.gov/sites/default/files/proclamations/20-12%20Coronavirus%20College%20Closure%20%28tmp%29.pdf,Amanda,All public and private colleges must be taught online or otherwise closed,
623,SDO,3/16/2020,,king_county,WA,USA,https://www.governor.wa.gov/sites/default/files/proclamations/20-16%20Coronavirus%20No%20visitors%20LTC%20%28tmp%29.pdf,Amanda,No visitors to long-term care facilities,
483,GS_10,3/18/2020,,lake_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,Gathering less than 10 people,
484,SDO,3/18/2020,,lake_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,Cancelled group activities and communal dining for nursing homes.,
485,HS,3/18/2020,,lake_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,Implement active screening of residents for fever and respiratory symptoms,
486,GS_50,3/18/2020,,lake_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,All community events with 50 or more people in attendance should be canceled or postponed through the duration of the Illinois Gubernatorial Disaster Proclamation.,
489,CI,3/11/2020,,lake_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,First case in lake county,
214,TR_China,2/3/2020,,lake_county,IL,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
480,PC,3/16/2020,4/8/2020,lake_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,"STATE_WIDE The State of Illinois has mandated that all K-12 public and private schools, including those in Lake County, close from March 17 through March 30, 2020 to promote social distancing and minimize the spread of COVID-19 in our communities.",
482,CPV,3/16/2020,3/30/2020,lake_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,"STATE_WIDE All businesses in Illinois that offer food or beverages for on-premises consumption - including restaurants, bars, grocery stores, and food halls - must suspend service for and may not permit on-premises consumption.",
487,NESC,3/21/2020,4/7/2020,lake_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,STATE_WIDE All non essential personal and business activities are closed.,
488,SD,3/21/2020,4/7/2020,lake_county,IL,USA,https://www.lakecountyil.gov/4377/Coronavirus-Disease-2019-COVID-19,Vidushi,STATE_WIDE Stay-at-home order,
490,SOE,3/9/2020,,lake_county,IL,USA,https://www.sj-r.com/news/20200309/pritzker-declares-state-of-emergency-for-covid-19,Vidushi,"STATE-WIDE; ""Disaster proclamation""",
155,CI,3/5/2020,,las_vegas_county,NV,USA,https://www.reviewjournal.com/local/local-nevada/coronavirus-case-in-las-vegas-2nd-case-reported-in-washoe-county-1972652/,Erica,First two known cases in Las Vegas,
156,HQ,3/7/2020,,las_vegas_county,NV,USA,https://www.8newsnow.com/news/local-news/member-of-las-vegas-charter-school-under-quarantine-due-to-potential-exposure-to-covid-19/,Erica,Member of a Las Vegas charter school is under quarantine due to potential exposure,
158,PL,3/11/2020,,las_vegas_county,NV,USA,https://www.8newsnow.com/news/local-news/wynn-resorts-employees-will-not-suffer-pay-loss-if-diagnosed-with-coronavirus/,Erica,Wynn Resorts updates sick leave policy,
159,GS,3/15/2020,,las_vegas_county,NV,USA,https://www.reviewjournal.com/news/politics-and-government/sisolak-unveils-steps-to-limit-size-of-public-gatherings-in-nevada-video-1981915/,Erica,"casinos to limit seating at gaming tables and local governments to reduce the size of public gatherings,",
160,CPV,3/15/2020,,las_vegas_county,NV,USA,https://www.kiro7.com/news/trending/coronavirus-live-updates-travelers-entering-australia-must-self-quarantine-14-days/HUQTIIV73RFGHF7ETMLPIRAL6Q/,Erica,"MGM, Wynn resorts in Las Vegas to temporarily close",
161,PC,3/16/2020,4/6/2020,las_vegas_county,NV,USA,https://www.fox5vegas.com/coronavirus/all-nevada-schools-to-close-gov-sisolak-pushes-heavy-covid/article_22986a88-6704-11ea-8169-2762e138bc68.html,Erica,K-12 schools in the state will close until April 6 at,
162,CPV,3/16/2020,,las_vegas_county,NV,USA,https://www.usatoday.com/story/travel/2020/03/16/coronavirus-which-las-vegas-hotel-casinos-closed-read-this/5064698002/,Erica,List of casions closing down,
163,GS_250,3/16/2020,,las_vegas_county,NV,USA,https://news3lv.com/news/local/bishop-of-las-vegas-cancels-mass-due-to-coronavirus-outbreak,Erica,"Funerals and weddings will take place as scheduled, though pastors have been asked to limit the size of the gatherings to 250 people",
164,SOE,3/17/2020,,las_vegas_county,NV,USA,https://news3lv.com/news/local/mayor-goodman-declares-state-of-emergency-for-city-of-las-vegas-amid-coronavirus-outbreak,Erica,Mayor Goodman declares state of emergency for City of Las Vegas,
165,PC,3/19/2020,,las_vegas_county,NV,USA,https://www.8newsnow.com/coronavirus/updated-las-vegas-sees-several-coronavirus-related-cancellations-postponements-and-closures/,Erica,College/Universities transition to online,
166,PC,3/19/2020,,las_vegas_county,NV,USA,https://www.reviewjournal.com/local/education/unr-wants-students-out-of-dormitories-by-wednesday-1986516/,Erica,College students asked to leave dorms,
171,NESC,3/21/2020,4/16/2020,las_vegas_county,NV,USA,https://www.usnews.com/news/best-states/nevada/articles/2020-03-20/vegas-health-agency-working-remotely-due-to-case-exposure,Erica,Gov announced he signed an emergency order to force non-essential businesses to close,
214,TR_China,2/3/2020,,las_vegas_county,NV,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
661,HQ,2/26/2020,,london,,UK,https://twitter.com/MayorofLondon/status/1232671616125079553?s=20,Preeya Sud,"Mayor of London: if anybody suspects thy have symptoms, do not go to GP or A&E",
662,HE,3/2/2020,,london,,UK,https://twitter.com/MayorofLondon/status/1234570610417766400?s=20,Preeya Sud,Hygeine education (Mayor on BBC News),
664,HQ,3/4/2020,,london,,UK,https://publichealthmatters.blog.gov.uk/2020/02/20/what-is-self-isolation-and-why-is-it-important/,Preeya Sud,"Self-isolation for people who are waiting for a Covid-19 test result, who are identified as being a close contact of someone with coronavirus, of returning travellers and some members of the general public",
667,HQ,3/12/2020,,london,,UK,https://twitter.com/MayorofLondon/status/1238197652027772928?s=20,Preeya Sud,Londoners with symptoms to self isolate for 7 days,
668,CPV,3/13/2020,,london,,UK,https://www.independent.co.uk/news/uk/home-news/coronavirus-uk-timeline-deaths-cases-covid-19-nhs-social-distancing-a9416331.html,Preeya Sud,"Premier League fixtures suspended, London Marathon postponed",
669,CPV,3/13/2020,,london,,UK,https://twitter.com/MayorofLondon/status/1238378100607668230?s=20,Preeya Sud,St. Patrick's Day celebrations cancelled,
670,SDO,3/13/2020,,london,,UK,https://www.gov.uk/guidance/cruise-ship-travel,Preeya Sud,British people over 70 should avoid cruise ship travel,
671,SD,3/16/2020,,london,,UK,https://www.independent.co.uk/news/uk/home-news/coronavirus-uk-timeline-deaths-cases-covid-19-nhs-social-distancing-a9416331.html,Preeya Sud,"PM Boris Johnson urges everybody in the UK to WFH, avoid pubs and restarants",
672,SD,3/16/2020,,london,,UK,https://twitter.com/MayorofLondon/status/1239631339676217345/photo/1,Preeya Sud,All Londoners should now stop all non-essential social contact.,
673,SDO,3/16/2020,,london,,UK,https://twitter.com/MayorofLondon/status/1239631339676217345/photo/1,Preeya Sud,"Those aged 70 and ver, pregnant and any vulnerable group should stop all non-essential social contact. NHS to contact the most vulnerable people to self isolate completely for 12 weeks",
674,GP,3/17/2020,,london,,UK,http://www.stuc.org.uk/fair-work-organising/coronavirus-pay-guarantee,Preeya Sud,"Coronavirus Job retention scheme to run for at least 3 months from 1 March 2020, with extension planned if necessary. The Scheme enables a PAYE registered employer who cannot cover staff costs due to the Coronaviru to claim 80% of staff costs. (I.e., furloughed protection)",
675,CPV,3/17/2020,,london,,UK,https://twitter.com/MayorofLondon/status/1239940336501358592?s=20,Preeya Sud,"All Trafalgar Sq events cancelled (usually once per week, large scale open air concerts / exhibitions)",
681,PC,3/20/2020,,london,,UK,https://www.independent.co.uk/news/uk/home-news/coronavirus-uk-timeline-deaths-cases-covid-19-nhs-social-distancing-a9416331.html,Preeya Sud,Closure of most schools,
682,CPV,3/20/2020,,london,,UK,https://www.independent.co.uk/news/uk/home-news/coronavirus-uk-timeline-deaths-cases-covid-19-nhs-social-distancing-a9416331.html,Preeya Sud,"All pubs, restaurants, gyms and other social venues across the country close",
683,CMT,3/20/2020,,london,,UK,https://twitter.com/Heidi_LDN/status/1241026133539291143?s=20,Preeya Sud,All London Underground and London Bus and Ferry and Tram (Transport for London) services are now solely focussed on ensuring critical workers can move around - no one else should be using public transport for anything other than essential journeys,
215,SOE,3/4/2020,,los_angeles_county,CA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2248,Carina,Local state of emergency declared,
217,SDO,3/15/2020,,los_angeles_county,CA,USA,https://www.dailynews.com/2020/03/15/gov-newsom-orders-all-bars-to-close-californians-65-or-older-must-isolate-in-homes/,Carina,State order for those >65 to stay home,
218,GS_50,3/16/2020,4/1/2020,los_angeles_county,CA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2269,Carina,Prohibited gatherings with >50 people,
220,CPV,3/16/2020,4/1/2020,los_angeles_county,CA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2269,Carina,No dine-in restaurants and closing of certain businesses,
221,PC,3/16/2020,3/27/2010,los_angeles_county,CA,USA,https://www.dailynews.com/2020/03/13/l-a-county-education-department-directs-all-schools-to-close-amid-coronavirus-concerns/,Carina,Public schools closed until March 27,
222,GS_10,3/19/2020,4/20/2020,los_angeles_county,CA,USA,http://www.publichealth.lacounty.gov/media/Coronavirus/COVID-19_SaferAtHome_HealthOfficerOrder_20200319_Signed.pdf,Carina,Prohibited gatherings with >10 people,
223,NESC,3/19/2020,4/20/2020,los_angeles_county,CA,USA,http://www.publichealth.lacounty.gov/media/Coronavirus/COVID-19_SaferAtHome_HealthOfficerOrder_20200319_Signed.pdf,Carina,Non-essential businesses closed,
224,SD,3/19/2020,,los_angeles_county,CA,USA,https://www.dailynews.com/2020/03/19/la-county-to-issue-stricter-stay-at-home-order-due-to-coronavirus/,Carina,County shelter-in-place happened right before state-wide (same day),
225,PC,3/20/2020,5/5/2020,los_angeles_county,CA,USA,https://www.dailynews.com/2020/03/20/la-countys-coronavirus-spurred-school-closures-could-be-extended-into-may/,Carina,Public schools closed until May 5,
214,TR_China,2/3/2020,,los_angeles_county,CA,USA,http://www.publichealth.lacounty.gov/phcommon/public/media/mediapubhpdetail.cfm?prid=2235,Carina,Nation-wide restriction of foreigners who have traveled to China in the past 14 days,
349,HE,1/26/2020,,los_angeles_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-001.aspx,Isra,Virus prevention education published in response to early cases in CA,
352,SOE,3/2/2020,,los_angeles_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-009.aspx,Isra,CA Governor requests money from the Disaster Response Emergency Operations Account to fight COVID-19,
354,SOE,3/4/2020,,los_angeles_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,CA Governor declares state of emergency,
355,PL,3/4/2020,,los_angeles_county,CA,USA,https://www.gov.ca.gov/wp-content/uploads/2020/03/3.12.20-EO-N-25-20-COVID-19.pdf,Isra,Paid leave policies put in place,
356,SDO,3/9/2020,,los_angeles_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-016.aspx,Isra,Social distancing for vulnerable/at-risk populations,
358,GS_250,3/13/2020,,los_angeles_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-021.aspx,Isra,"Applies to gambling venues, theme parks, theaters",
359,PC,3/13/2020,,los_angeles_county,CA,USA,https://www.cde.ca.gov/ls/he/hn/distancelearning.asp,Isra,Guidelines for physical closures of schools,
360,CPV,3/16/2020,,los_angeles_county,CA,USA,https://www.cdph.ca.gov/Programs/OPA/Pages/NR20-024.aspx,Isra,Restrict dine-in options for restaurants/bars,
361,SD,3/19/2020,4/7/2020,los_angeles_county,CA,USA,https://time.com/5806477/what-is-shelter-in-place/,Isra,"State-wide issue of ""stay at home"" order",
362,NESC,3/19/2020,,los_angeles_county,CA,USA,https://www.mercurynews.com/2020/03/20/coronavirus-california-stay-home-order-local-bay-area-covid-19-rules/,Isra,Non-essential services closed,
13,CI,3/11/2020,,miami_dade_county,FL,USA,https://twitter.com/MayorGimenez/status/1237927394310324224,John,First known case. Travel related,
14,HQ,3/11/2020,,miami_dade_county,FL,USA,https://www.local10.com/news/local/2020/03/12/miami-dade-man-56-diagnosed-with-covid-19-after-trip/,John,Early cases being handled with home quarantine,
15,SOE,3/12/2020,3/19/2020,miami_dade_county,FL,USA,https://www.miamidade.gov/information/library/coronavirus-state-of-emergency.pdf,John,SOE was extended to 3/26/2020.,
17,HE,3/13/2020,,miami_dade_county,FL,USA,https://twitter.com/MiamiDadeCounty/status/1238561443764670469,John,Recommendation via twitter for hygiene education,
18,HE,3/15/2020,,miami_dade_county,FL,USA,https://twitter.com/MiamiDadeCounty/status/1239250037483483136,John,Recommendation via twitter for coronavirus prevention,
19,PC,3/16/2020,4/15/2020,miami_dade_county,FL,USA,http://api.dadeschools.net/WMSFiles/223/pdfs/RLS%20-%20M-DCPS%20Recap%20of%20Week%201-%203-20-20%20DGD.pdf,John,,
20,SDO,3/16/2020,3/26/2020,miami_dade_county,FL,USA,https://www.miamidade.gov/information/library/coronavirus-emergency-order-01-20-senior-centers.pdf,John,Mandatory closure of elderly Community Centers and Congregate Meal sites. Date_end tied to most recent SOE.,
