fips,county,state,npi,start_date,end_date,citation,note,re-opening_note,re-opening_citation
1,,Alabama,closing_of_public_venues,3/28/2020,5/11/2020,http://www.alabamapublichealth.gov/news/2020/03/27.html https://www.al.com/news/2020/05/gov-kay-ivey-to-hold-coronavirus-press-conference-today-watch-live-here.html,3/19/20 order only for restaurants to do take out only other public venues were not closed until 3/28 5/11 restaurants may reopen with limited capacity http://www.alabamapublichealth.gov/news/2020/03/19.html,,
1,,Alabama,gathering_size_10_0,3/28/2020,5/11/2020,http://www.alabamapublichealth.gov/news/2020/03/28.html https://www.al.com/news/2020/05/gov-kay-ivey-to-hold-coronavirus-press-conference-today-watch-live-here.html,max 10 people permitted if maintain 6 feet,,
1,,Alabama,gathering_size_100_26,3/16/2020,,http://www.alabamapublichealth.gov/news/2020/03/16.html,*max 50 people,,
1,,Alabama,gathering_size_25_11,3/19/2020,,http://www.alabamapublichealth.gov/news/2020/03/19.html,,,
1,,Alabama,gathering_size_500_101,3/13/2020,,http://www.alabamapublichealth.gov/news/2020/03/13.html,,,
1,,Alabama,lockdown,,,,,,
1,,Alabama,non-essential_services_closure,3/28/2020,4/30/2020,http://www.alabamapublichealth.gov/news/2020/03/27.html https://governor.alabama.gov/newsroom/covid-19/,T,,
1,,Alabama,religious_gatherings_banned,4/4/2020,5/11/2020,https://governor.alabama.gov/assets/2020/04/FinalStatewideOrder4.3.2020.pdf https://www.al.com/news/2020/05/gov-kay-ivey-to-hold-coronavirus-press-conference-today-watch-live-here.html,"**Relgious gatherings are permitted if 10 or less people + 6ft distance; ""drive - in"" pwrkship permited w/ remaining in vehicle",,
1,,Alabama,school closure,3/20/2020,6/1/2020,http://www.alabamapublichealth.gov/news/2020/03/20.html,*specifically private schools (k-12) were ordered to close on 3/19/20 http://www.alabamapublichealth.gov/news/2020/03/19.html 6/1 Schools must use social distancing,,
1,,Alabama,shelter_in_place,4/4/2020,4/30/2020,https://governor.alabama.gov/assets/2020/04/FinalStatewideOrder4.3.2020.pdf https://www.wtvm.com/2020/04/28/watch-live-gov-ivey-addresses-alabamians-shelter-place-order-reaches-expected-end/, outside rec is okay with proper social distancing,,
1,,Alabama,social_distancing,4/3/2020,,https://www.alabamapublichealth.gov/legal/assets/soecovid19040320.pdf,,,
5,,Arkansas,closing_of_public_venues,3/20/2020,5/11/2020,https://www.nwaonline.com/news/2020/mar/20/governorordersgymsrestaurantsbarsc/ https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus,Dine-in restaurants may open with limited capacity,In this state almost all policies seem to be state-wide,
5,,Arkansas,gathering_size_10_0,3/27/2020,,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_2010._.pdf,,,
5,,Arkansas,gathering_size_100_26,,,,,,
5,,Arkansas,gathering_size_25_11,,,,,,
5,,Arkansas,gathering_size_500_101,,,,,,
5,,Arkansas,lockdown,,,,,,
5,,Arkansas,non-essential_services_closure,4/6/2020,5/6/2020,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_2013._.pdf https://www.healthy.arkansas.gov/programs-services/topics/novel-coronavirus,Barber shops spas etc. may reopen by appointment only,,
5,,Arkansas,religious_gatherings_banned,,,,religious gatherings exempted from shelter in place order,,
5,,Arkansas,school closure,3/19/2020,,https://www.4029tv.com/article/arkansasschoolstocloseforonsiteinstruction/31636051#,,,
5,,Arkansas,shelter_in_place,,,,,,
5,,Arkansas,social_distancing,3/27/2020,,https://governor.arkansas.gov/images/uploads/executiveOrders/EO_2010._.pdf,,,
22,,Louisiana,closing_of_public_venues,3/16/2020,4/30/2020,https://gov.louisiana.gov/index.cfm/newsroom/detail/2411 https://gov.louisiana.gov/index.cfm/newsroom/detail/2479,,,
22,,Louisiana,gathering_size_10_0,3/23/2020,,https://gov.louisiana.gov/assets/Proclamations/2020/JBE332020.pdf,,,
22,,Louisiana,gathering_size_100_26,3/16/2020,,https://gov.louisiana.gov/index.cfm/newsroom/detail/2411,,,
22,,Louisiana,gathering_size_25_11,,,,,,
22,,Louisiana,gathering_size_500_101,3/13/2020,,https://gov.louisiana.gov/assets/ExecutiveOrders/27JBE2020COVID19.pdf,,,
22,,Louisiana,lockdown,,,,,,
22,,Louisiana,non-essential_services_closure,3/23/2020,5/15/2020,https://gov.louisiana.gov/assets/Proclamations/2020/JBE332020.pdf,,,
22,,Louisiana,religious_gatherings_banned,3/23/2020,5/15/2020,https://gov.louisiana.gov/assets/Proclamations/2020/JBE332020.pdf https://gov.louisiana.gov/news/PhaseOne,,,
22,,Louisiana,school closure,3/13/2020,,https://gov.louisiana.gov/assets/ExecutiveOrders/27JBE2020COVID19.pdf,,,
22,,Louisiana,shelter_in_place,3/23/2020,5/15/2020,https://gov.louisiana.gov/assets/Proclamations/2020/JBE332020.pdf https://gov.louisiana.gov/home/,,,
22,,Louisiana,social_distancing,3/23/2020,,https://gov.louisiana.gov/assets/Proclamations/2020/JBE332020.pdf,,,
28,,Mississippi,closing_of_public_venues,3/20/2020,6/1/2020,https://www.sos.ms.gov/Content/documents/ed_pubs/Exec%20Orders/1463.pdf https://msdh.ms.gov/msdhsite/_static/1421866420.html,-,,
28,,Mississippi,gathering_size_10_0,3/24/2020,6/1/2020,https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1463.pdf https://msdh.ms.gov/msdhsite/_static/1421866420.html,Gathering size limited to 20 without social distancing or 50 with,,
28,,Mississippi,gathering_size_100_26,,,,,,
28,,Mississippi,gathering_size_25_11,,,,,,
28,,Mississippi,gathering_size_500_101,,,,,,
28,,Mississippi,lockdown,,,,,,
28,,Mississippi,non-essential_services_closure,3/16/2020,6/1/2020,https://www.sos.ms.gov/Content/documents/ed_pubs/Exec%20Orders/1463.pdf https://msdh.ms.gov/msdhsite/_static/1421866420.html,-,,
28,,Mississippi,religious_gatherings_banned,,,https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1463.pdf,,,
28,,Mississippi,school closure,3/16/2020,,https://www.sos.ms.gov/Content/documents/ed_pubs/Exec%20Orders/1463.pdf,-,,
28,,Mississippi,shelter_in_place,3/31/2020,4/27/2020,https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1465.pdf,,,
28,,Mississippi,social_distancing,3/31/2020,,https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1465.pdf,,,
45,,South Carolina,closing_of_public_venues,3/18/2020,5/4/2020,https://accelerate.sc.gov/latest-developments-archive https://governor.sc.gov/sites/default/files/Documents/ExecutiveOrders/20200317%20eFILED%20Executive%20Order%20No.%20202010%20%20Directing%20Additional%20Emergency%20Measures%20Due%20to%20COVID19.pdf,,,
45,,South Carolina,gathering_size_10_0,3/23/2020,6/1/2020,https://accelerate.sc.gov/#49 https://governor.sc.gov/sites/default/files/Documents/ExecutiveOrders/20200323%20eFILED%20Executive%20Order%20No.%20202013%20%20Authorizing%20Law%20Enforcement%20to%20Preserve%20Public%20Health.pdf,Mass gatherings recommended to be less than 250 people,,
45,,South Carolina,gathering_size_100_26,3/17/2020,6/1/2020,https://accelerate.sc.gov/#49 https://governor.sc.gov/sites/default/files/Documents/ExecutiveOrders/20200319%20FILED%20Executive%20Order%20No.%20202011%20%20Additional%20Emergency%20Measures%20%26%20Regulatory%20Relief%20re%20COVID19.pdf,Mass gatherings recommended to be less than 250 people,,
45,,South Carolina,gathering_size_25_11,3/23/2020,6/1/2020,https://accelerate.sc.gov/#49 https://governor.sc.gov/sites/default/files/Documents/Executive-Orders/2020-04-06%20eFILED%20Executive%20Order%20No.%202020-21%20-%20Stay%20at%20Home%20or%20Work%20Order.pdf,Mass gatherings recommended to be less than 250 people,,
45,,South Carolina,gathering_size_500_101,,,,,,
45,,South Carolina,lockdown,,,,,,
45,,South Carolina,non-essential_services_closure,3/31/2020,4/20/2020,https://sccommerce.com/covid-19-non-essential-business-guidelines https://governor.sc.gov/news/202003/govhenrymcmasterordersnonessentialbusinessesclosedthroughoutsc,,,
45,,South Carolina,religious_gatherings_banned,,,,religious gatherings exempted from shelter in place order,,
45,,South Carolina,school closure,3/16/2020,,https://governor.sc.gov/sites/default/files/Documents/ExecutiveOrders/20200315%20FILED%20Executive%20Order%20No.%20202009%20%20Closing%20Schools%20Cancelling%20Elections%20Other%20Provisions%20Due%20to%20COVID19.pdf,,,
45,,South Carolina,shelter_in_place,4/7/2020,5/4/2020,https://accelerate.sc.gov/latest-developments-archive https://governor.sc.gov/sites/default/files/Documents/ExecutiveOrders/20200406%20eFILED%20Executive%20Order%20No.%20202021%20%20Stay%20at%20Home%20or%20Work%20Order.pdf,,,
45,,South Carolina,social_distancing,3/21/2020,,https://governor.sc.gov/sites/default/files/Documents/ExecutiveOrders/20200406%20eFILED%20Executive%20Order%20No.%20202021%20%20Stay%20at%20Home%20or%20Work%20Order.pdf,,,
31,,Nebraska,closing_of_public_venues,3/29/2020,6/1/2020,http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-%26-Guidance-Document-Updates.aspx,,,
31,,Nebraska,gathering_size_10_0,3/29/2020,6/1/2020,http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-%26-Guidance-Document-Updates.aspx,,,
31,,Nebraska,gathering_size_100_26,3/29/2020,6/1/2020,http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-%26-Guidance-Document-Updates.aspx, ,,
31,,Nebraska,gathering_size_25_11,3/29/2020,6/1/2020,http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-%26-Guidance-Document-Updates.aspx,,,
31,,Nebraska,gathering_size_500_101,3/29/2020,6/1/2020,http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-%26-Guidance-Document-Updates.aspx,,,
31,,Nebraska,lockdown,,,http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-%26-Guidance-Document-Updates.aspx,Nebraska is one of the 7 states that never ordered a lockdown,,
31,,Nebraska,non-essential_services_closure,3/29/2020,6/1/2020,https://www.dropbox.com/s/ew1knz1n4cingvg/COVID-19%20Outline%20of%20Changes%20to%20Upcoming%20DHMs%20Phase%20II.pdf?dl=0,,,
31,,Nebraska,religious_gatherings_banned,3/29/2020,6/1/2020,http://dhhs.ne.gov/Pages/DHHS-Friday-COVID-19-Update-%26-Guidance-Document-Updates.aspx,,,
31,,Nebraska,school closure,3/29/2020,6/1/2020,https://www.dropbox.com/s/ew1knz1n4cingvg/COVID-19%20Outline%20of%20Changes%20to%20Upcoming%20DHMs%20Phase%20II.pdf?dl=0,,,
31,,Nebraska,shelter_in_place,3/29/2020,,https://www.dropbox.com/s/ew1knz1n4cingvg/COVID-19%20Outline%20of%20Changes%20to%20Upcoming%20DHMs%20Phase%20II.pdf?dl=0, The end date for Shelter_in_ place npi is not established yet. People encouraged to stay home but is not state order.,,
31,,Nebraska,social_distancing,3/29/2020,,https://www.dropbox.com/s/ew1knz1n4cingvg/COVID-19%20Outline%20of%20Changes%20to%20Upcoming%20DHMs%20Phase%20II.pdf?dl=0,The date for ending Social distance will be established perhaps after we have a successful Vaccine for the COVID -19.,,
2,,Alaska,closing_of_public_venues,3/18/2020,4/24/2020,https://gov.alaska.gov/wpcontent/uploads/sites/2/03172020SOACOVID19HealthMandate003.pdf,Mandate 3: Closure of restaurants bars etc.,4/24/20 reservatioins only no more 20 tables - 10 feet apart retailors 20 max or 25% gyms max ; 5/8/20 50% capacity 25% bar seating groups household members only retailors 50% occupancy gyms 25% capacity inside and 50% capacity outside 5/8/2020 Phase 2,https://www.adn.com/alaska-news/2020/04/22/read-what-phase-1-a-of-the-states-reopen-alaska-responsibly-plan-includes/;  https://gov.alaska.gov/wp-content/uploads/sites/2/0425-COVID-MANDATE-016-Attachment-F-Restaurants-Dine-In-Services.pdf
2,,Alaska,gathering_size_10_0,3/24/2020,4/24/2020,https://gov.alaska.gov/wpcontent/uploads/sites/2/03232020SOACOVID19HealthMandate009.pdf,,,
2,,Alaska,gathering_size_100_26,,5/8/2020,,,Max 50 people or 50% capactiy masks 6 feet food can't be provided must bring own 5/8/2020 Phase 2,https://covid19.alaska.gov/wp-content/uploads/2020/05/05072020-Phase-II-016-Attachment-N-Revised-Social-Religious-and-Other-Gatherings.pdf
2,,Alaska,gathering_size_25_11,,4/24/2020,,,Max 20 people gatherings permitted or 25% capacity including staff whichever is smaller,https://www.adn.com/alaska-news/2020/04/22/read-what-phase-1-a-of-the-states-reopen-alaska-responsibly-plan-includes/
2,,Alaska,gathering_size_500_101,,,,,,
2,,Alaska,lockdown,,,,,,
2,,Alaska,non-essential_services_closure,3/28/2020,,https://content.govdelivery.com/accounts/AKDHSS/bulletins/283a713,,,
2,,Alaska,religious_gatherings_banned,3/24/2020,4/24/2020,https://gov.alaska.gov/wpcontent/uploads/sites/2/03232020SOACOVID19HealthMandate009.pdf,implicit via gathering size >10 restriction,5/8/2020 Phase 2,https://gov.alaska.gov/wp-content/uploads/sites/2/0425-COVID-MANDATE-016-Attachment-F-Restaurants-Dine-In-Services.pdf
2,,Alaska,school closure,3/16/2020,,http://dhss.alaska.gov/News/Documents/press/2020/SOA_03132020_COVID19_HealthMandate.pdf,Mandate 1.2,5/1/20 schools closed for duration of 2019- 2020 school year,https://covid19.alaska.gov/health-mandates/
2,,Alaska,shelter_in_place,3/28/2020,4/24/2020,https://gov.alaska.gov/home/covid19healthmandates/,,5/8/20 -- daycare open 20 kids max,https://gov.alaska.gov/wp-content/uploads/sites/2/0425-COVID-MANDATE-016-Attachment-N-Social-Religious-and-Other-Gatherings.pdf
2,,Alaska,social_distancing,3/28/2020,,https://gov.alaska.gov/home/covid19healthmandates/,"Will be ""reevaluated"" (by Governor) on 4/11/2020",masks + 6 feet distance + hygeine measures still required,
8,,Colorado,closing_of_public_venues,3/19/2020,5/1/2020,https://drive.google.com/file/d/1aMOxiYDg1lI2U0EbkpyK8bBQT0sWJJhT/view,,retail 50% capacity restaurants and others curbside delivery; 5/27/20 starts phase 2 Restaurant dining 50% capacity or max 50 ppl with six feet.; 6/4/20 Gyms open max 10 people outdoor pools with 50% capacity or 50 people playgrounds open max 10 all with social distance + hygeine,https://drive.google.com/file/d/14NuOF9K4SXJQwvSB-sOse5FoNes_veD5/view
8,,Colorado,gathering_size_10_0,3/19/2020,6/2/2020,https://kdvr.com/news/coronavirus/coloradohealthofficialsbanpublicgatheringsofmorethan10peoplewithseveralexceptions/,Time needed to change,Permitting gathering of max 10 with social distancing for necessary activity or exercise,https://drive.google.com/file/d/14NuOF9K4SXJQwvSB-sOse5FoNes_veD5/view
8,,Colorado,gathering_size_100_26,,,,,,
8,,Colorado,gathering_size_25_11,,,,,,
8,,Colorado,gathering_size_500_101,,,,,,
8,,Colorado,lockdown,,,,,,
8,,Colorado,non-essential_services_closure,3/19/2020,5/1/2020,https://drive.google.com/file/d/1aMOxiYDg1lI2U0EbkpyK8bBQT0sWJJhT/view,, 5/1/20 Elective surgies  personal care services  5/4/20 non critical office businesses up to 50% employers in building  6/2/20 manufacturing up to 10 employees real  estate & showing houses all + social distancing mask and 6 feet,https://drive.google.com/file/d/14NuOF9K4SXJQwvSB-sOse5FoNes_veD5/view
8,,Colorado,religious_gatherings_banned,,6/4/2020,,,religious services may be 50% capactity or max 50 people + social distance + face mask,
8,,Colorado,school closure,3/23/2020,6/1/2020,https://www.denverpost.com/2020/03/18/coloradoschoolsclosedcoronavirus2/,,schools closed for remaining of school year but summer camps permitted with limited 25 campers outdoor and 10 indoor,https://covid19.colorado.gov/safer-at-home/childrens-day-camps-youth-sports-camps
8,,Colorado,shelter_in_place,4/2/2020,4/27/2020,https://drive.google.com/file/d/1hSyVD4wlb6evhqqrbEgypcgKMr6i8SOX/view,Had to change date,*While you are permittd to go to more businesses the expectatation is that you only go where you need to and the most vunerable will continue to remain at home and remaining groups are encouraged to remain at home still as much as possible - counties may apply and prove that they can open other areas sooner. Counties can also have the power to keep restrictions in place ,https://drive.google.com/file/d/1l13eSver8iS1fE149gmKHCLoHPgutNvO/view
8,,Colorado,social_distancing,3/19/2020,,https://drive.google.com/file/d/1aMOxiYDg1lI2U0EbkpyK8bBQT0sWJJhT/view,,6 feet and masks remain in effect as of 6/2/20,https://drive.google.com/file/d/14NuOF9K4SXJQwvSB-sOse5FoNes_veD5/view
16,,Idaho,closing_of_public_venues,3/25/2020,5/16/2020,https://boisedev.com/news/2020/03/25/idahostayathomeorder/,, 5/16/20restaurants dine in can open once plan approved (50% capacity max 6 at a table) gyms can open with restrictions. 5/30: bars open movie theaters,https://rebound.idaho.gov/stages-of-reopening/
16,,Idaho,gathering_size_10_0,3/25/2020,5/16/2020,https://coronavirus.idaho.gov/wpcontent/uploads/sites/127/2020/04/statewidestayhomeorder_040220.pdf,,max 10 with social distancing,https://rebound.idaho.gov/business-specific-protocols-for-opening/
16,,Idaho,gathering_size_100_26,,5/30/2020,,,max group 50 (with distance) ,
16,,Idaho,gathering_size_25_11,,,,,,
16,,Idaho,gathering_size_500_101,,,,,,
16,,Idaho,lockdown,,,,,,
16,,Idaho,non-essential_services_closure,3/25/2020,5/1/2020,https://boisedev.com/news/2020/03/25/idahostayathomeorder/,,5/1/20 some non essential retail can open with strict hygeine and social distancing on  5/16/20 personal services (nails hair) separate rooms or minimum 6 feet. 1 client at a time,https://rebound.idaho.gov/business-specific-protocols-for-opening/
16,,Idaho,religious_gatherings_banned,3/25/2020,5/1/2020,https://boisedev.com/news/2020/03/25/idahostayathomeorder/,,churches are allowed to open social distancing must be followed (recommended gathering of 10 but state does not appear to explictly state capacity but rather ensure at least 6ft between patrons) ,https://rebound.idaho.gov/wp-content/uploads/2020/04/stage1-protocols-worship.pdf
16,,Idaho,school closure,3/23/2020,,https://boardofed.idaho.gov/resources/boardapprovescovid19statewideguidance/,,,
16,,Idaho,shelter_in_place,3/25/2020,5/1/2020,https://boisedev.com/news/2020/03/25/idahostayathomeorder/,,end stay at home order transition to stage 1 reopen,https://rebound.idaho.gov/stages-of-reopening/
16,,Idaho,social_distancing,3/25/2020,,https://coronavirus.idaho.gov/wpcontent/uploads/sites/127/2020/04/statewidestayhomeorder_040220.pdf,,,
30,,Montana,closing_of_public_venues,3/24/2020,4/26/2020,https://news.mt.gov/governorbullockextendsdirectivesissuedtorespondtocovid19pandemic,-,Restaurants bars breweries casinos gyms pools hot tubs movie theaters all with reduced capacity + distancing (50% capacity) - 6/1/20 phase 2 all those businesses increase to 75% capacity ,p. 13 https://covid19.mt.gov/Portals/223/Documents/Reopening%20Montana%20Phase%202.pdf?ver=2020-05-20-142015-167; 6/1/20 https://covid19.mt.gov/Portals/223/Documents/Phase%20Two%20Directive%20with%20Appendices.pdf?ver=2020-05-19-145442-350
30,,Montana,gathering_size_10_0,,6/1/2020,https://www.politico.com/news/2020/03/16/trumprecommendsavoidinggatheringsofmorethan10people132323,,max 10 people,
30,,Montana,gathering_size_100_26,,6/1/2020,,,max 50 people (phase 2),https://covid19.mt.gov/Portals/223/Documents/Phase%20Two%20Directive%20with%20Appendices.pdf?ver=2020-05-19-145442-350
30,,Montana,gathering_size_25_11,,,,,,
30,,Montana,gathering_size_500_101,,,,,,
30,,Montana,lockdown,,,,,,
30,,Montana,non-essential_services_closure,3/26/2020,4/26/2020,https://news.mt.gov/governorbullockextendsdirectivesissuedtorespondtocovid19pandemic,-,retail and businesses personal services  open reduced capactiy and distancing,p. 13 https://covid19.mt.gov/Portals/223/Documents/Reopening%20Montana%20Phase%202.pdf?ver=2020-05-20-142015-167
30,,Montana,religious_gatherings_banned,,4/26/2020,https://news.mt.gov/governorbullockextendsdirectivesissuedtorespondtocovid19pandemic,-,reduced capacity and distancing,p. 13 https://covid19.mt.gov/Portals/223/Documents/Reopening%20Montana%20Phase%202.pdf?ver=2020-05-20-142015-167
30,,Montana,school closure,3/15/2020,5/7/2020,https://billingsgazette.com/news/stateandregional/schoolshutdownforcovid19couldstretchlongerthantwoweeksinmontana/article_c4a3623363ff58c1a5086021cf9e3c09.html,,Schools may reopen throughout the state ,p. 9 https://covid19.mt.gov/Portals/223/Documents/Reopening%20Montana%20Phase%202.pdf?ver=2020-05-20-142015-167
30,,Montana,shelter_in_place,3/26/2020,4/26/2020,https://news.mt.gov/governorbullockextendsdirectivesissuedtorespondtocovid19pandemic,-,End stay at home order,p. 13 https://covid19.mt.gov/Portals/223/Documents/Reopening%20Montana%20Phase%202.pdf?ver=2020-05-20-142015-167
30,,Montana,social_distancing,,,,,,
41,,Oregon,closing_of_public_venues,3/17/2020,5/15/2020,https://www.oregon.gov/newsroom/Pages/NewsDetail.aspx?newsid=36192,,Phase 1: restaurants bars open gyms (6ft masks 10PM close) phase 2 can begin 21 days after if criteria is met,https://govstatus.egov.com/reopening-oregon#phase1
41,,Oregon,gathering_size_10_0,3/23/2020,5/15/2020,https://govsiteassets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%202012.pdf,,statewide automatic: social/personal gatherings max 10,https://govstatus.egov.com/reopening-oregon#baseline
41,,Oregon,gathering_size_100_26,,,,,,
41,,Oregon,gathering_size_25_11,3/17/2020,5/15/2020,https://www.oregon.gov/newsroom/Pages/NewsDetail.aspx?newsid=36192,,state wide automatic: max 25 people (only for culture and civic gatherings) (Phase 1: Max 25 for all  gatherings) phase 2 can begin 21 days after if criteria is met,https://govstatus.egov.com/reopening-oregon#baseline ; https://govstatus.egov.com/reopening-oregon#phase1
41,,Oregon,gathering_size_500_101,3/12/2020,,https://www.oregon.gov/newsroom/Pages/NewsDetail.aspx?newsid=36153,,,
41,,Oregon,lockdown,,,,,,
41,,Oregon,non-essential_services_closure,3/23/2020,5/15/2020,https://govsiteassets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%202012.pdf,,Phase 1: personal care services (pre appt customer log social distance face coverings) phase 2 can begin 21 days after if criteria is met,https://govstatus.egov.com/reopening-oregon#phase1
41,,Oregon,religious_gatherings_banned,3/23/2020,5/15/2020,https://govsiteassets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%202012.pdf,,state wide automatic: max 25 patrons,https://govstatus.egov.com/reopening-oregon#baseline
41,,Oregon,school closure,3/16/2020,,https://kval.com/news/local/govbrownordersallk12schoolstoclosestatewidefortwoweeksduetocoronavirus,3/16 for K-12 3/18 for higher education,,Oregon govenor mandated a baseline + 3 stage reopening plan. Baseline is statewide. Beyond that each state may not move on until criteria and approval is met to move along to the next stage. I have put the dates in grey if counties were ready and approved at the govenor's template. Phase 2 may begin 21 days after day 1. But it is as a govenor statewide order but the timeframe is counrt specific. 
41,,Oregon,shelter_in_place,3/23/2020,5/15/2020,https://www.oregonlive.com/business/2020/03/oregongovernorissuesstayathomeordertoenforcecoronavirusrestrictions.html,,Ends when can enter phase 1,https://www.oregon.gov/gov/admin/Pages/eo_20-25.aspx
41,,Oregon,social_distancing,3/23/2020,,https://govsiteassets.s3.amazonaws.com/jkAULYKcSh6DoDF8wBM0_EO%202012.pdf,,,
53,,Washington,closing_of_public_venues,3/16/2020,5/26/2020,https://www.governor.wa.gov/sites/default/files/proclamations/2013%20Coronavirus%20RestaurantsBars%20%28tmp%29.pdf,all social bars clubs ect. Closed (take out permitted) ,Phase 2: restaurants taverns 50% capactiy (5 max table) it is legal open by the state for approved counties to transition to ,
53,,Washington,gathering_size_10_0,3/23/2020,5/26/2020,https://www.governor.wa.gov/sites/default/files/proclamations/2025%20Coronovirus%20Stay%20SafeStay%20Healthy%20%28tmp%29%20%28002%29.pdf,all non essential gatherings of any kind banned,Phase 2: max 5 people ouside of home it is legal open by the state for approved counties to transition to ,https://www.governor.wa.gov/sites/default/files/20-25.4%20-%20COVID-19%20Safe%20Start.pdf
53,,Washington,gathering_size_100_26,3/16/2020,,https://www.governor.wa.gov/news-media/inslee-statement-statewide-shutdown-restaurants-bars-and-limits-size-gatherings-expanded,limit 50,,
53,,Washington,gathering_size_25_11,,,,,,
53,,Washington,gathering_size_500_101,3/11/2020,,https://www.governor.wa.gov/newsmedia/insleeissuesemergencyproclamationlimitslargeeventsminimizepublichealthrisk,,,
53,,Washington,lockdown,,,,,,
53,,Washington,non-essential_services_closure,3/23/2020,5/5/2020,https://www.governor.wa.gov/news-media/inslee-announces-stay-home-stay-healthy%C2%A0order,,Phase 1 statewide: retail can transition to curbside pickup/ 5/18/20 phase 1 non esssential medical procedures can resume.Construction.  Phase 2: in store retail open (30%) offices open but home office strongly encouraged hair/nail salons ,https://medium.com/wagovernor/inslee-signs-new-covid-19-order-for-phased-re-opening-of-washingtons-economy-ad5ea919ab56; https://edition.cnn.com/interactive/2020/us/states-reopen-coronavirus-trnd/
53,,Washington,religious_gatherings_banned,3/23/2020,5/5/2020,https://www.governor.wa.gov/sites/default/files/proclamations/2025%20Coronovirus%20Stay%20SafeStay%20Healthy%20%28tmp%29%20%28002%29.pdf,explicitly prohibits,Stage 1 statewide: *Drive in services permitted (on 5/27/20 expanded to 100 outside phase 1 statewide) Phase 2 county permission  permits 25% capactiy 50 people allowed indoor. ,https://medium.com/wagovernor/inslee-signs-new-covid-19-order-for-phased-re-opening-of-washingtons-economy-ad5ea919ab56
53,,Washington,school closure,3/13/2020,6/1/2020,https://www.governor.wa.gov/sites/default/files/proclamations/2009%20Coronavirus%20Schools%20Amendment%20%28tmp%29.pdf; https://www.governor.wa.gov/sites/default/files/proclamations/2012%20Coronavirus%20College%20Closure%20%28tmp%29.pdf,state wide k - 12 + universities (originally proclamations from 2/29/20 - 3/11 were only for Pierce King Snohomish counties,Phase 2: all non lecture higher education can return (k -12 still closed for remaining of 2019 - 2020 year) ,https://www.governor.wa.gov/sites/default/files/COVID19Phase2Higher%20EducationGuidance.pdf
53,,Washington,shelter_in_place,3/23/2020,6/1/2020,https://www.governor.wa.gov/sites/default/files/proclamations/2025%20Coronovirus%20Stay%20SafeStay%20Healthy%20%28tmp%29%20%28002%29.pdf,Stay at home oder social distanced outside rec permitted,"WA stay at home order expires. State transition to ""Safe Start"" https://www.governor.wa.gov/sites/default/files/20-25.4%20-%20COVID-19%20Safe%20Start.pdf",WA state has a 4 stage release plan. The stages are very slow and each lasts 3 weeks. Stage 1 automatically began on May 5th statewide. After that all counties must apply and meet thresholds in order to move to other stages. By 6/1/20 when the stay at home order expired and was not renewed many counties were in phase 2. I have indicated phase 2 in grey according to the ideal state timeline. Additionally in mid may the governor offered some bridge Phase 1 and Phase 2 categories for cetain counties. Additionally counties may apply for variance. Plan can be found here: https://www.governor.wa.gov/sites/default/files/SafeStartWA_4May20_1pm.pdf 
53,,Washington,social_distancing,,,,,6ft masks all still required as of 6.8.20,
55,,Wisconsin,closing_of_public_venues,3/17/2020,5/14/2020,https://evers.wi.gov/Documents/COVID19/UPDATEDOrder10People.pdf,,all restrictions lifted state wide due to the court ruling effective immediately unless county issues own restrictions. ,
55,,Wisconsin,gathering_size_10_0,3/17/2020,5/14/2020,https://evers.wi.gov/Documents/COVID19/UPDATEDOrder10People.pdf,,all restrictions lifted state wide due to the court ruling effective immediately unless county issues own restrictions. ,
55,,Wisconsin,gathering_size_100_26,3/17/2020,5/14/2020,https://evers.wi.gov/Documents/EO/DHSOrderMassGatheringsof50orMore.pdf,,all restrictions lifted state wide due to the court ruling effective immediately unless county issues own restrictions. ,
55,,Wisconsin,gathering_size_25_11,,,,,all restrictions lifted state wide due to the court ruling effective immediately unless county issues own restrictions. ,
55,,Wisconsin,gathering_size_500_101,,,,,all restrictions lifted state wide due to the court ruling effective immediately unless county issues own restrictions. ,
55,,Wisconsin,lockdown,,,,,,
55,,Wisconsin,non-essential_services_closure,3/25/2020,5/14/2020,https://evers.wi.gov/Documents/COVID19/EMO12SaferAtHome.pdf,,all restrictions lifted state wide due to the court ruling effective immediately unless county issues own restrictions. ,
